회차,등위,상호명,당첨방식,소재지,cleaned_address
415,1등,복권명당(서부점),수동,대구 달서구 송현동 195-2,대구 달서구 송현동 195-2
414,1등,욱일슈퍼,자동,인천 부평구 일신동 110-5,인천 부평구 일신동 110-5
413,1등,또또복권방,자동,전북 익산시 영등동 827-3,전북 익산시 영등동 827-3
413,1등,가로가판대제57호(구),자동,서울 중구 태평로2가 69-1,서울 중구 태평로 2가 69-1
413,1등,-,자동,서울 서초구 반포동 19-1,서울 서초구 반포동 19-1
413,1등,GS25(산본거성),자동,경기 군포시 산본동 1139-3거성빌딩105 106,경기 군포시 산본동 1139-3
412,1등,하이로또복권방,자동,경기 안양시 동안구 평촌동 89-2,경기 안양시 동안구 평촌동 89-2
412,1등,소라복권방,자동,경남 창원시 성산구 가음정동 391-10소라아파트상가 104호,경남 창원시 성산구 가음정동 391-10
412,1등,훼미리마트(여주IC점),자동,경기 여주군 여주읍 점봉리 437-11층234호,경기 여주군 여주읍 점봉리 437-11
412,1등,돈벼락맞는곳,자동,부산 서구 토성동3가 3,부산 서구 토성동 3가 3
412,1등,씨스페이스(대흥상아),자동,대전 중구 대흥동 95-6,대전 중구 대흥동 95-6
412,1등,포시즌마트,자동,대구 동구 괴전동 165-4,대구 동구 괴전동 165-4
412,1등,행운복권방,자동,인천 계양구 계산동 337-12번지103호,인천 계양구 계산동 337-12
411,1등,광성슈퍼,자동,경기 이천시 단월동 509-4,경기 이천시 단월동 509-4
411,1등,제일식품,자동,서울 중랑구 상봉동 108,서울 중랑구 상봉동 108
411,1등,로또복권황성점,자동,경북 경주시 황오동 175-5훼미리마트경주역점,경북 경주시 황오동 175-5
411,1등,채널큐,수동,경남 창원시 마산합포구 산호동 31-52,경남 창원시 마산합포구 산호동 31-52
411,1등,온천로또복권,자동,충남 예산군 덕산면 사동리 15덕산온천관광호텔매점,충남 예산군 덕산면 사동리 15
411,1등,로또휴게실,수동,경기 용인시 기흥구 하갈동 171-1,경기 용인시 기흥구 하갈동 171-1
411,1등,지원물산,자동,서울 노원구 공릉동 644-12,서울 노원구 공릉동 644-12
411,1등,연합복권,자동,경남 김해시 외동 1252-2삼우빌딩,경남 김해시 외동 1252-2
411,1등,황금복권방,수동,서울 중구 만리동2가 214 1층,서울 중구 만리동 2가 214
411,1등,행복자슈퍼,수동,서울 서초구 양재동 7-43,서울 서초구 양재동 7-43
411,1등,복권방,수동,부산 사하구 감천동 541-5,부산 사하구 감천동 541-5
411,1등,금산인삼엑스포,자동,대전 대덕구 비래동 125-6,대전 대덕구 비래동 125-6
410,1등,근대화슈퍼,자동,부산 부산진구 개금동 53-2개금주공상가101,부산 부산진구 개금동 53-2
410,1등,영통매표소,수동,경기 수원시 영통구 영통동 1048-2,경기 수원시 영통구 영통동 1048-2
410,1등,NG24,자동,경북 칠곡군 석적읍 중리 86-8,경북 칠곡군 석적읍 중리 86-8
410,1등,대림통상,자동,울산 중구 태화동 412-35일신아파트상가102호,울산 중구 태화동 412-35
410,1등,노다지복권방,자동,경기 시흥시 대야동 345-16 1층상가,경기 시흥시 대야동 345-16
410,1등,다니엘사,자동,경기 안산시 단원구 원곡동 845-1현대빌라가동101호,경기 안산시 단원구 원곡동 845-1
410,1등,토니모리 광양점,수동,전남 광양시 중동 1676-8,전남 광양시 중동 1676-8
410,1등,한국타이어서산대리점,수동,충남 서산시 예천동 502-5,충남 서산시 예천동 502-5
410,1등,영통매표소,수동,경기 수원시 영통구 영통동 1048-2,경기 수원시 영통구 영통동 1048-2
409,1등,훼밀리복권,자동,부산 금정구 부곡동 225-55,부산 금정구 부곡동 225-55
409,1등,로또25시,자동,울산 남구 야음동 384-23,울산 남구 야음동 384-23
409,1등,복권방,수동,부산 사하구 장림동 328-9,부산 사하구 장림동 328-9
409,1등,㈜현대택배권선영업소,수동,경기 수원시 권선구 곡반정동 573-9 1층,경기 수원시 권선구 곡반정동 573-9
408,1등,우정식품,수동,부산 동래구 온천1동 452-2117/5,부산 동래구 온천1동 452-2117/5
408,1등,복권나라,자동,광주 북구 용봉동 1251-16 1층,광주 북구 용봉동 1251-16
408,1등,부자랑복권방,자동,서울 중랑구 면목동 167-28,서울 중랑구 면목동 167-28
408,1등,알리바이,자동,광주 광산구 신가동 986-4번지 1층,광주 광산구 신가동 986-4
408,1등,천하명당복권방,수동,경기 수원시 팔달구 매산로1가 58-20,경기 수원시 팔달구 매산로 1가 58-20
407,1등,로또판매점(바이더웨이),자동,부산 금정구 구서동 415-2,부산 금정구 구서동 415-2
407,1등,㈜현대택배권선영업소,자동,경기 수원시 권선구 곡반정동 573-9 1층,경기 수원시 권선구 곡반정동 573-9
407,1등,대박행진복권랜드,수동,경기 파주시 금촌동 금촌2택지사업지구상업용지16호금촌프라자107,경기 파주시 금촌동 금촌2택지사업지구상업용지16호금촌프라자107
407,1등,한삼인 홍제역점,수동,서울 서대문구 홍제동 330-60,서울 서대문구 홍제동 330-60
407,1등,대명편의점,자동,대구 서구 평리동 640-18,대구 서구 평리동 640-18
407,1등,로또,자동,서울 강서구 가양동 1480-8102호,서울 강서구 가양동 1480-8102
407,1등,세방매점,수동,경북 경주시 용강동 753-1,경북 경주시 용강동 753-1
406,1등,복권방,자동,경기 평택시 합정동 735-15,경기 평택시 합정동 735-15
406,1등,407억당첨가판점,자동,강원 춘천시 중앙로2가 27주택은행앞,강원 춘천시 중앙로 2가 27
406,1등,로또복권방,수동,경기 파주시 금촌동 767-11,경기 파주시 금촌동 767-11
406,1등,명지복권방,수동,서울 송파구 거여1동 133-82번지101호,서울 송파구 거여1동 133-82
406,1등,복권명당,수동,서울 관악구 봉천동 927-201층,서울 관악구 봉천동 927-201
405,1등,모닝마트(학성점),자동,울산 중구 학성동 377-14,울산 중구 학성동 377-14
405,1등,미스터로또,자동,서울 강남구 역삼동 637-36정일빌딩1층2호,서울 강남구 역삼동 637-36
405,1등,우리들공업탑점,자동,울산 남구 신정동 1233-3,울산 남구 신정동 1233-3
404,1등,복권나라,자동,서울 송파구 잠실동 40-1 롯데월드쇼핑몰 지하1층 1-73,서울 송파구 잠실동 40-1
404,1등,바이더웨이 구리으뜸점,자동,경기 구리시 교문동 227-21,경기 구리시 교문동 227-21
404,1등,가판대,자동,경기 성남시 수정구 양지동 211번지,경기 성남시 수정구 양지동 211
403,1등,양산노다지복권방,자동,경남 양산시 북부동 701-1,경남 양산시 북부동 701-1
403,1등,훼미리마트(원주명륜점),수동,강원 원주시 명륜동 751,강원 원주시 명륜동 751
403,1등,경방필백화점라이츠21호,자동,서울 은평구 갈현동 396-11,서울 은평구 갈현동 396-11
403,1등,로또공항점,자동,제주 제주시 용담2동 2002여객청사1층,제주 제주시 용담2동 2002
403,1등,훼미리마트(달동초이스점),자동,울산 남구 달동 1309-1,울산 남구 달동 1309-1
402,1등,강남25시편의점,자동,경남 거제시 옥포동 550-17,경남 거제시 옥포동 550-17
402,1등,옥산행운로또복권방,자동,충북 청원군 옥산면 오산리 196-7,충북 청원군 옥산면 오산리 196-7
402,1등,천하명당복권방,수동,경기 수원시 팔달구 매산로1가 58-20,경기 수원시 팔달구 매산로 1가 58-20
402,1등,대박복권방,자동,경기 성남시 중원구 상대원동 2992-30,경기 성남시 중원구 상대원동 2992-30
401,1등,1등복권방,자동,울산 울주군 언양읍 남부리 253,울산 울주군 언양읍 남부리 253
401,1등,행복슈퍼,자동,서울 성북구 삼선동1가 25,서울 성북구 삼선동 1가 25
401,1등,G마트,수동,서울 영등포구 대림동 862-6,서울 영등포구 대림동 862-6
401,1등,훼미리마트(당산한강점),수동,서울 영등포구 당산동4가 29,서울 영등포구 당산동 4가 29
401,1등,GS25(종로낙원),자동,서울 종로구 낙원동 230,서울 종로구 낙원동 230
401,1등,로또복권방,자동,충남 공주시 신관동 22-19,충남 공주시 신관동 22-19
401,1등,행운의집제1호점,수동,경북 안동시 동부동 75-3,경북 안동시 동부동 75-3
401,1등,복권전문점,자동,인천 부평구 청천동 236-201층점포,인천 부평구 청천동 236-201
401,1등,훼미리마트(장위미래점),수동,서울 성북구 장위동 158-43,서울 성북구 장위동 158-43
400,1등,복권나라,자동,서울 광진구 중곡동 341-5 1층,서울 광진구 중곡동 341-5
400,1등,복권천하,수동,서울 강북구 미아동 55-52,서울 강북구 미아동 55-52
400,1등,나우리,수동,부산 연제구 연산동 731-7 1층일부,부산 연제구 연산동 731-7
400,1등,로또복권하대점,자동,경남 진주시 하대동 126-17,경남 진주시 하대동 126-17
399,1등,동수원매표소,자동,경기 수원시 팔달구 인계동 953주택은행옆,경기 수원시 팔달구 인계동 953
399,1등,고향슈퍼,자동,대구 달서구 이곡동 1000-147,대구 달서구 이곡동 1000-147
399,1등,영훈슈퍼마켓,자동,서울 도봉구 창3동 557-5호,서울 도봉구 창3동 557-5
399,1등,로또복권판매업,자동,서울 송파구 삼전동 181-6해광빌딩108,서울 송파구 삼전동 181-6
399,1등,일등로또방,수동,전북 전주시 완산구 평화동 1가558-1,전북 전주시 완산구 평화동 1
399,1등,부일카서비스,자동,부산 동구 범일동 830-195,부산 동구 범일동 830-195
399,1등,만복당,자동,서울 성동구 금호동2가 449-1호,서울 성동구 금호동 2가 449-1
399,1등,재운로또복권,수동,경북 포항시 북구 우현동 94-10우방빨래터,경북 포항시 북구 우현동 94-10
398,1등,훼미리마트 대전원내동,자동,대전 유성구 원내동 228-8번지,대전 유성구 원내동 228-8
398,1등,씨네월드매곡점,수동,광주 북구 매곡동 214-56,광주 북구 매곡동 214-56
398,1등,더존할인마트,자동,광주 광산구 운남동 782-5더존1빌딩1층,광주 광산구 운남동 782-5
398,1등,LO삼성,수동,강원 원주시 단계동 841,강원 원주시 단계동 841
397,1등,해피데이복권방,수동,경남 의령군 의령읍 중리 411-1,경남 의령군 의령읍 중리 411-1
397,1등,GS25(관악봉천),자동,서울 관악구 봉천동 876-1,서울 관악구 봉천동 876-1
397,1등,잘찍어로또방,수동,경기 평택시 안중읍 안중리 272-5,경기 평택시 안중읍 안중리 272-5
396,1등,훼미리마트(여주IC점),수동,경기 여주군 여주읍 점봉리 437-11층234호,경기 여주군 여주읍 점봉리 437-11
396,1등,영광정보통신,자동,서울 성북구 하월곡동 37-18,서울 성북구 하월곡동 37-18
395,1등,Q복권방,수동,경기 부천시 원미구 도당동 279-1번지 1층,경기 부천시 원미구 도당동 279-1
395,1등,훼미리마트고현점,자동,경남 거제시 신현읍 고현리 206,경남 거제시 신현읍 고현리 206
395,1등,로또명당,자동,경기 시흥시 포동 1-13번지101호,경기 시흥시 포동 1-13
395,1등,행운복권방,수동,경기 의정부시 용현동 14,경기 의정부시 용현동 14
395,1등,교동로또,수동,울산 중구 교동 400-15,울산 중구 교동 400-15
395,1등,명진슈퍼,자동,경기 의왕시 고천동 295-26,경기 의왕시 고천동 295-26
395,1등,GS25(원곡로),자동,경기 안산시 단원구 원곡동 757,경기 안산시 단원구 원곡동 757
394,1등,스파,자동,서울 노원구 상계동 666-3 주공10단지종합상가111,서울 노원구 상계동 666-3
393,1등,까치복권방,수동,경기 시흥시 정왕동 1782-181층102,경기 시흥시 정왕동 1782-181
393,1등,노다지복권방,자동,충남 천안시 동남구 원성동 479-14,충남 천안시 동남구 원성동 479-14
393,1등,신명,자동,서울 강서구 방화2동 620-160,서울 강서구 방화2동 620-160
393,1등,세진전자통신,자동,대구 서구 평리동 1094-4,대구 서구 평리동 1094-4
393,1등,복권,수동,서울 관악구 봉천동 196-33,서울 관악구 봉천동 196-33
393,1등,도깨비방(로또),자동,서울 은평구 수색동 102-20,서울 은평구 수색동 102-20
393,1등,코리아마트(앞산점),자동,대구 남구 대명동 1721-23,대구 남구 대명동 1721-23
393,1등,아성슈퍼,자동,경기 부천시 원미구 중동 712-4,경기 부천시 원미구 중동 712-4
392,1등,묵동식품,자동,서울 중랑구 묵동 238-11,서울 중랑구 묵동 238-11
392,1등,쌍용복권방,수동,경기 평택시 통복동 32-1,경기 평택시 통복동 32-1
392,1등,흥부네대박,자동,경기 광주시 실촌면 삼리 104-4,경기 광주시 실촌면 삼리 104-4
392,1등,스파,수동,서울 노원구 상계동 666-3 주공10단지종합상가111,서울 노원구 상계동 666-3
392,1등,황금로또,자동,강원 원주시 태장2동 1390-16번지,강원 원주시 태장2동 1390-16
392,1등,팡팡복권방,자동,충북 진천군 광혜원면 광혜원리 265-3,충북 진천군 광혜원면 광혜원리 265-3
391,1등,안전열쇠,수동,인천 계양구 계산동 12-1명인프라자102호,인천 계양구 계산동 12-1
390,1등,행복공간,자동,서울 강동구 성내동 292-30,서울 강동구 성내동 292-30
389,1등,가판점(신문),자동,서울 영등포구 당산동6가 331-1,서울 영등포구 당산동 6가 331-1
389,1등,플러스24시로또,자동,경기 양주시 장흥면 교현리 135-15,경기 양주시 장흥면 교현리 135-15
389,1등,대흥당,자동,전북 정읍시 시기동 413-6,전북 정읍시 시기동 413-6
389,1등,명동복권,자동,강원 춘천시 중앙로2가 11,강원 춘천시 중앙로 2가 11
389,1등,마두역상행선가판대,자동,경기 고양시 일산동구 마두동 789강촌마을525-101,경기 고양시 일산동구 마두동 789
388,1등,노다지복권방,자동,대전 중구 대흥동 388-6번지,대전 중구 대흥동 388-6
388,1등,훼미리마트(동해발한점),자동,강원 동해시 발한동 39-14,강원 동해시 발한동 39-14
388,1등,복권명당,수동,강원 태백시 황지동 95-17,강원 태백시 황지동 95-17
388,1등,행운복권방,자동,울산 중구 서동 53-1 1층 우리들편의점내,울산 중구 서동 53-1
387,1등,갈렙분식한식,자동,서울 중랑구 망우동 490-13,서울 중랑구 망우동 490-13
387,1등,알리바이,수동,광주 광산구 신가동 986-4번지 1층,광주 광산구 신가동 986-4
387,1등,온천로또복권,자동,충남 예산군 덕산면 사동리 15덕산온천관광호텔매점,충남 예산군 덕산면 사동리 15
387,1등,행운복권방,수동,제주 제주시 한림읍 한림리 1208,제주 제주시 한림읍 한림리 1208
386,1등,싱싱마트,수동,경기 이천시 부발읍 신하1리 481-1,경기 이천시 부발읍 신하1리 481-1
386,1등,갑부복권,자동,서울 용산구 한남동 631-5,서울 용산구 한남동 631-5
386,1등,오늘을잡아라,자동,서울 도봉구 창동 74-5신원빌딩1층,서울 도봉구 창동 74-5
386,1등,천복당,자동,경기 오산시 원동 215-3,경기 오산시 원동 215-3
386,1등,월드컵복권방,자동,경기 광주시 경안동 30-2,경기 광주시 경안동 30-2
386,1등,신라슈퍼,자동,경남 김해시 진영읍 여래리 711-1,경남 김해시 진영읍 여래리 711-1
386,1등,로또노원역점,수동,서울 노원구 상계동 593-21층,서울 노원구 상계동 593-21
386,1등,경일통신,수동,경남 마산시 회성동 169-1,경남 마산시 회성동 169-1
386,1등,왕대박복권방,수동,서울 강서구 화곡동 342-45,서울 강서구 화곡동 342-45
386,1등,스파,수동,서울 노원구 상계동 666-3 주공10단지종합상가111,서울 노원구 상계동 666-3
385,1등,GS25(종로낙원),수동,서울 종로구 낙원동 230,서울 종로구 낙원동 230
385,1등,GS25(중촌현대),자동,대전 중구 중촌동 17-2,대전 중구 중촌동 17-2
385,1등,현대서점,수동,서울 동작구 대방동 502현대A103-2,서울 동작구 대방동 502
385,1등,GS25(잠실),수동,서울 송파구 방이동 38-3번지,서울 송파구 방이동 38-3
385,1등,천하명당복권방,수동,전남 목포시 상동 883번지 동아아파트상가 가동 1층 101호,전남 목포시 상동 883
385,1등,부일카서비스,수동,부산 동구 범일동 830-195,부산 동구 범일동 830-195
385,1등,대박행진복권랜드,자동,경기 파주시 금촌동 금촌2택지사업지구상업용지16호금촌프라자107,경기 파주시 금촌동 금촌2택지사업지구상업용지16호금촌프라자107
384,1등,동원슈퍼,자동,광주 남구 월산5동 1053-22,광주 남구 월산5동 1053-22
384,1등,구세약방,자동,경기 수원시 장안구 연무동 8-2,경기 수원시 장안구 연무동 8-2
384,1등,명당복권방,자동,경기 남양주시 화도읍 창현리 472-7,경기 남양주시 화도읍 창현리 472-7
383,1등,천하명가,자동,서울 노원구 상계7동 724-1길빌딩101호,서울 노원구 상계7동 724-1
383,1등,피쉬복권방,자동,충북 청주시 흥덕구 봉명동 489번지 15통 4반,충북 청주시 흥덕구 봉명동 489
383,1등,NG24,자동,경북 칠곡군 석적읍 중리 86-8,경북 칠곡군 석적읍 중리 86-8
382,1등,복권세상도영점,자동,강원 원주시 명륜2동 422,강원 원주시 명륜2동 422
382,1등,행운,수동,경기 군포시 금정동 744-31층,경기 군포시 금정동 744-31
382,1등,서울문구팬시,자동,경기 안산시 상록구 부곡동 692-5301호,경기 안산시 상록구 부곡동 692-5301
382,1등,썬24,자동,전북 전주시 덕진구 우아동3가 747-8 1층,전북 전주시 덕진구 우아동 3가 747-8
382,1등,구산복권방,자동,경남 김해시 구산동 481-3보보스빌딩108호,경남 김해시 구산동 481-3
382,1등,로또명당,자동,대구 남구 이천동 193-19,대구 남구 이천동 193-19
381,1등,인천역버스매표소,자동,인천 중구 북성동1가 3,인천 중구 북성동 1가 3
381,1등,1등로또복권방,수동,경기 의정부시 용현동 266-10,경기 의정부시 용현동 266-10
381,1등,쿨마트영남네오빌점,수동,대구 달서구 장기동 551영남네오빌비스타상가201동101호,대구 달서구 장기동 551
381,1등,새로나슈퍼,수동,서울 강서구 화곡1동 904-10호,서울 강서구 화곡1동 904-10
381,1등,현대복권방,자동,서울 양천구 목2동 514-5,서울 양천구 목2동 514-5
381,1등,예술로또,수동,강원 영월군 영월읍 영흥리 945-43,강원 영월군 영월읍 영흥리 945-43
381,1등,승리복권방,수동,경기 파주시 적성면 마지리 63,경기 파주시 적성면 마지리 63
381,1등,로또복권,수동,인천 남구 용현동 459-16,인천 남구 용현동 459-16
381,1등,로또복권판매소,수동,인천 계양구 임학동 28-5번지,인천 계양구 임학동 28-5
381,1등,로또복권,자동,경기 화성시 송산면 사강리 694-4,경기 화성시 송산면 사강리 694-4
381,1등,GS25(대전노은),자동,대전 유성구 지족동 901-1월드코아빌딩,대전 유성구 지족동 901-1
381,1등,또또복권방,수동,전북 익산시 영등동 827-3,전북 익산시 영등동 827-3
381,1등,대박마트복권방,수동,충남 아산시 음봉면 산동리 431-10 태화상가1층103호,충남 아산시 음봉면 산동리 431-10
381,1등,운수대통,자동,경남 거제시 능포동 727-2동헌상가가-111,경남 거제시 능포동 727-2
381,1등,금주의명당,수동,대구 수성구 범어동 333선,대구 수성구 범어동 333
381,1등,로또판매업,자동,경남 양산시 북정동 885-11,경남 양산시 북정동 885-11
381,1등,대박복권방,수동,경남 김해시 삼정동 592-3 대박복권방,경남 김해시 삼정동 592-3
381,1등,로또명당,수동,인천 남구 주안4동 1533-26,인천 남구 주안4동 1533-26
381,1등,행운복권방,수동,경기 성남시 중원구 금광동 2310번지,경기 성남시 중원구 금광동 2310
380,1등,패밀리마트전포점,자동,부산 부산진구 전포동 337-3,부산 부산진구 전포동 337-3
380,1등,이플러스,자동,경기 수원시 영통구 매탄동 153-14,경기 수원시 영통구 매탄동 153-14
380,1등,율암25시편의점,수동,경기 화성시 팔탄면 율암리 481-2율암빌딩2차,경기 화성시 팔탄면 율암리 481-2
380,1등,백만장자,자동,경기 용인시 기흥구 상갈동 100-23경일빌딩1층,경기 용인시 기흥구 상갈동 100-23
379,1등,복권명당,자동,대구 동구 신암동 588-18,대구 동구 신암동 588-18
379,1등,코사마트한양점,자동,경기 고양시 덕양구 성사동 499,경기 고양시 덕양구 성사동 499
379,1등,제이민온천복권,자동,충남 아산시 모종동 565-10번지,충남 아산시 모종동 565-10
379,1등,세이브마트,수동,경기 의정부시 금오동 453-23호,경기 의정부시 금오동 453-23
379,1등,명당골복권방,자동,경기 수원시 권선구 권선동 1295-3 104,경기 수원시 권선구 권선동 1295-3
379,1등,버스표판매소,자동,경기 고양시 덕양구 화정동 400-2화정역2번출구,경기 고양시 덕양구 화정동 400-2
379,1등,수레크레이션이벤트기획,자동,충남 천안시 서북구 성정동 1230번지 증축1층4호,충남 천안시 서북구 성정동 1230
378,1등,로터리편의마트,자동,경북 포항시 북구 덕산동 243-9,경북 포항시 북구 덕산동 243-9
378,1등,SK@24시편의점,자동,경기 파주시 야동동 589-10,경기 파주시 야동동 589-10
378,1등,LG다대성원점,자동,부산 사하구 다대동 1551-25,부산 사하구 다대동 1551-25
378,1등,복권나라,자동,서울 관악구 봉천본동 926-25,서울 관악구 봉천본동 926-25
378,1등,왕대박복권,자동,강원 속초시 동명동 559-5,강원 속초시 동명동 559-5
377,1등,훼미리마트(장위미래점),자동,서울 성북구 장위동 158-43,서울 성북구 장위동 158-43
377,1등,종각점,자동,서울 종로구 관철동 42-3번지1층,서울 종로구 관철동 42-3
377,1등,삼성포토랜드,자동,인천 강화군 강화읍 관청리 465,인천 강화군 강화읍 관청리 465
376,1등,아산직매장,자동,충남 아산시 풍기동 230-2번지,충남 아산시 풍기동 230-2
376,1등,복권방,자동,서울 구로구 구로동 409-80 1층,서울 구로구 구로동 409-80
376,1등,복권코리아,수동,대구 달서구 본동 1031,대구 달서구 본동 1031
376,1등,407억당첨가판점,자동,강원 춘천시 중앙로2가 27주택은행앞,강원 춘천시 중앙로 2가 27
376,1등,한일슈퍼,자동,경북 구미시 황상동 205-15,경북 구미시 황상동 205-15
376,1등,가로판매점,자동,서울 서대문구 창천동 18-52,서울 서대문구 창천동 18-52
375,1등,황금복권,수동,강원 원주시 단계동 808번지 삼익상가 105호,강원 원주시 단계동 808
375,1등,복권명당,자동,대전 서구 만년동 112번지,대전 서구 만년동 112
375,1등,등대복권방,자동,울산 동구 방어동 139-3 1층코너,울산 동구 방어동 139-3
375,1등,이토타워점,자동,인천 남동구 구월동 1456이토타워129,인천 남동구 구월동 1456
375,1등,버스표 담배,자동,서울 강동구 암사동 504-22,서울 강동구 암사동 504-22
375,1등,현아상회,자동,부산 남구 용호동 371-13,부산 남구 용호동 371-13
375,1등,행복이가득한집,자동,부산 영도구 동삼동 360-7,부산 영도구 동삼동 360-7
374,1등,또또복권방,수동,전북 익산시 영등동 827-3,전북 익산시 영등동 827-3
374,1등,정원복권방,자동,서울 도봉구 창동 655-20 1층,서울 도봉구 창동 655-20
373,1등,행운의집,자동,경북 안동시 북문동 23-7,경북 안동시 북문동 23-7
373,1등,훼미리마트(광탄개나리),자동,경기 파주시 광탄면 신산리 358-10,경기 파주시 광탄면 신산리 358-10
373,1등,GS25(안산산호),수동,경기 안산시 단원구 선부동 1081산호한양상가101호,경기 안산시 단원구 선부동 1081
373,1등,Today,자동,서울 광진구 구의동 546-4테크노마트9층사무동24호,서울 광진구 구의동 546-4
372,1등,명당골복권방,자동,경기 수원시 권선구 권선동 1295-3 104,경기 수원시 권선구 권선동 1295-3
372,1등,공림로또판매점,수동,충남 서산시 예천동 663-3번지,충남 서산시 예천동 663-3
372,1등,행운마트,수동,충남 아산시 인주면 공세리 114-21,충남 아산시 인주면 공세리 114-21
372,1등,복권방,수동,경기 가평군 청평면 청평리 462-2,경기 가평군 청평면 청평리 462-2
372,1등,한꿈복권방,자동,울산 중구 남외동 486-5,울산 중구 남외동 486-5
372,1등,경기상회,수동,인천 남동구 만수6동 1024-8,인천 남동구 만수6동 1024-8
372,1등,팔도로또,수동,부산 수영구 수영동 444-15청백도서내,부산 수영구 수영동 444-15
372,1등,GS25(김해중앙점),수동,경남 김해시 서상동 152-10 1층,경남 김해시 서상동 152-10
372,1등,코리아세븐 대전오정오거리점,자동,대전 대덕구 오정동 449-1번지,대전 대덕구 오정동 449-1
371,1등,그린슈퍼,수동,서울 강동구 길1동 355-1,서울 강동구 길 1동 355-1
371,1등,동아슈퍼,자동,서울 노원구 상계10동 673번지9단지유치원104호,서울 노원구 상계10동 673
371,1등,천하명당복권,자동,대구 북구 산격동 1237-2,대구 북구 산격동 1237-2
371,1등,타임,자동,대전 중구 은행동 76-18번지,대전 중구 은행동 76-18
371,1등,로또복권방,자동,경기 수원시 장안구 파장동 266-9,경기 수원시 장안구 파장동 266-9
371,1등,일등복권방,수동,충북 청주시 흥덕구 복대동 849-2,충북 청주시 흥덕구 복대동 849-2
371,1등,버스판매소,자동,서울 영등포구 영등포동4가 441-10,서울 영등포구 영등포동 4가 441-10
370,1등,-,자동,부산 북구 덕천동 401-151층대한도서,부산 북구 덕천동 401-151
370,1등,소리창고,수동,서울 강서구 내발산동 677-10,서울 강서구 내발산동 677-10
370,1등,가판대,자동,경기 안양시 만안구 안양동 456-2,경기 안양시 만안구 안양동 456-2
370,1등,로또복권,자동,대전 동구 자양동 198-17,대전 동구 자양동 198-17
370,1등,행운복권방(감포),자동,경북 경주시 감포읍 감포리 369-13,경북 경주시 감포읍 감포리 369-13
370,1등,알리바이,자동,광주 광산구 신가동 986-4번지 1층,광주 광산구 신가동 986-4
370,1등,대박나라복권방,자동,충남 아산시 신창면 읍내리 292-2,충남 아산시 신창면 읍내리 292-2
369,1등,행운의명당로-토토,자동,충북 청주시 흥덕구 개신동 443번지,충북 청주시 흥덕구 개신동 443
369,1등,일마트,자동,전남 순천시 남내동 120-5,전남 순천시 남내동 120-5
369,1등,가로판매대,자동,서울 강동구 천호동 425-5,서울 강동구 천호동 425-5
369,1등,스포츠복권방,수동,경남 양산시 물금동 범어리 386-1,경남 양산시 물금동 범어리 386-1
369,1등,알리바이평동베팅샵,자동,광주 광산구 옥동 1238,광주 광산구 옥동 1238
369,1등,ALWAYSMART,자동,경기 고양시 일산동구 풍동 150,경기 고양시 일산동구 풍동 150
368,1등,로또휴게실,자동,경기 용인시 기흥구 하갈동 171-1,경기 용인시 기흥구 하갈동 171-1
368,1등,권선로또복권방,수동,경기 수원시 권선구 탑동 843-4천림빌딩102호,경기 수원시 권선구 탑동 843-4
368,1등,로또복권장항점,수동,충남 서천군 장항읍 창선리 632-2,충남 서천군 장항읍 창선리 632-2
368,1등,로또경주고속점,자동,경북 경주시 노서동 170-5,경북 경주시 노서동 170-5
368,1등,로또는내운명,자동,대전 중구 부사동 260-11,대전 중구 부사동 260-11
368,1등,복권천하 미스터잉크동해점,수동,강원 동해시 발한동 597-1816/1,강원 동해시 발한동 597-1816/1
368,1등,당신대박,자동,부산 북구 화명동 2287-1 리버사이드빌딩103-1호,부산 북구 화명동 2287-1
367,1등,로또봉덕시장지점,자동,대구 남구 봉덕동 948-63,대구 남구 봉덕동 948-63
367,1등,소리창고,자동,서울 강서구 내발산동 677-10,서울 강서구 내발산동 677-10
367,1등,신문가판대,자동,서울 성북구 보문동1가 147-48보문시장앞,서울 성북구 보문동 1가 147-48
367,1등,복권명당집시장점,자동,경기 동두천시 지행동 718-3송내프라자103,경기 동두천시 지행동 718-3
367,1등,복권방,자동,인천 부평구 부평동 434-30,인천 부평구 부평동 434-30
367,1등,석수로또대박나라,자동,경기 안양시 만안구 석수동 281-4104호,경기 안양시 만안구 석수동 281-4104
367,1등,제일복권,자동,충남 논산시 취암동 103-17,충남 논산시 취암동 103-17
366,1등,가판점,자동,경기 부천시 원미구 심곡동 176-13,경기 부천시 원미구 심곡동 176-13
366,1등,가로판매점,자동,서울 용산구 한강로2가 314-1,서울 용산구 한강로 2가 314-1
365,1등,시네마복권방,자동,광주 북구 두암동 894-1,광주 북구 두암동 894-1
364,1등,복권천국,자동,대전 중구 대흥동 109-12번지,대전 중구 대흥동 109-12
364,1등,복권왕국,자동,대전 서구 내동 13-19,대전 서구 내동 13-19
364,1등,대박로또,수동,경기 안산시 상록구 사동 11521층,경기 안산시 상록구 사동 11521
364,1등,유방매표소,자동,경기 용인시 처인구 유방동 310-10,경기 용인시 처인구 유방동 310-10
363,1등,우리들중울산점,자동,울산 중구 옥교동 161-6,울산 중구 옥교동 161-6
363,1등,썬마트,수동,충북 청주시 흥덕구 복대동 2719,충북 청주시 흥덕구 복대동 2719
